ReviewID,Review Rating,Reviews
51,4 star rating,"Stopped by as we were exploring Chinatown for a light lunch. While the restaurant was busy, we were able to get seated immediately and were served complimentary green tea. I thought that the overall quality of the food was great. I really enjoyed the soup dumplings with pork - the broth was very flavorful. We also ordered the Szechuan Style wontons, which was a bit too sweet and not spicy enough for my taste."
52,2 star rating,"Came here for a date on Saturday morning and it was thankfully not super packed. Although when we left, it was starting to get very crowded. The ambiance of this place is nice and they take American Express (no other cards) and cash only. The service was pretty fast and good. We came and got an order of fried dumplings, soup dumplings and the Shanghainese fried noodles. The fried dumplings came in an order of 6 for $6.50ish. They were OK. The soup dumplings came in an order for 6 for about the same price so not that bad. The meat though for both dumplings tasted sour. I don't know what it was but it really turned me off. I couldn't finish the food and I always finish food. The Shanghai noodles though were very good. They were like lo mein noodles but fried with a nice sauce and gravy on top. There was a hefty portion of meat which was nice. Overall, an OK place, but those dumplings really made me nervous eating here again."
53,5 star rating,My friend from Luxembourg came to visit and wanted to try a place in Chinatown and I had no ideas. We stumbled upon this little restaurant and I already can't wait to go back. Their pork soup dumplings were delicious. I loved their udon dish and the eggplant dish was so good I'm trying to google recipes so I can learn to make it myself. The food was fresh and the place was really busy for lunch on a Sunday.
54,4 star rating,"I know this place from back when it was still called Shanghai Manor, so I was excited to see what had changed and more importantly, what had stayed (hopefully the quality!).Saturday late afternoon proved to still be a busy time, and we were promised a table in 30 minutes when we arrived at 2:30 PM. The wait was shorter, and we were seated and given tea.Looking around, it seemed like the only thing that changed was the name - the decor, the servers, the uniforms, the colour scheme were all the same. Perusing through the menu, I realised my partner's allergies might be a point of contention for a Chinese establishment - he's allergic to mushrooms, which is used in 75% of our dishes.When the waiter came, I gave them the notice and they made good on their promise when our food arrived. We got two Shanghai soup dumplings (pork only), a Shanghai Lo Mein with Shrimp and Beef, and an order of Bok Choy. The food came relatively quickly, but I was a bit disappointed that ""no mushrooms"" meant the bok choy would literally come as is - steamed, but no flavour to it. The soup dumplings were just as good as I remembered them, but I do think the wrapped could have been more thin. The soup and meat itself was still very savoury and delicious without being overpowering, The Shanghai Lo Mein was made just as it should have - slippery and juicy with just enough grease.Overall, it was a good experience and I'm glad to know this Chinatown staple is still up and running, but I think I need to ditch the mushroom-averse friends before coming next time."
55,5 star rating,"I've been on some dumpling kick for the past couple months and have been going around EVERYWHERE trying to find some bomb dumplings. We ordered the soup dumplings, the fried pork bun and the salt and pepper pork chops. The soup dumplings were decent, nothing TOO special. The fried pork bun was the true winner. So crispy at the bottom yet the bun itself is SO FLUFFY. The only thing I wished was that there could be more meat inside. The salt and pepper pork chops were super yummy and crispy!! It wasn't too salty which is the problem with most places. Definitely want to come again and try the truffle xiao long bao!!"
56,5 star rating,"My two friends and I came here on a Saturday night for dinner around 6. We seemed to had come right before the rush as our wait time was only 30 minutes. By the time we were seated the queue time was over an hour wait. Despite the long queue, the staff was very attentive to us and didn't make us feel rushed to order or pay. Hearing many good things about their soup dumplings we wanted to try them for ourselves. We got all three types, the pork, the pork and crab, and the black truffle. Which were all priced reasonably. Their soup dumplings definitely lived up to the hype and were incredibly flavorful and delicious. The black truffle was definitely the best out of the three types, with the pork and pork and crab equally as good. We also ordered the shrimp lo mein which was nothing special but very good as well.Would definitely recommend this place for their soup dumplings."
57,5 star rating,"This is literally my favorite place for shanghainese food in Chinatown. They have all the homey and familiar dishes associated with Shanghai like soup dumplings, wide fried noodles, and the rice cakes with preserved veg and pork, their mapo tofu (which also comes in a meatless version) is so much better tasting that most joints around town that claim to sell 'mapo tofu' but are really just selling lies. The prices are fair and there's often a line. Cash or AMEX only."
58,4 star rating,A most loved spot for quality Chinese food. Dropped in on Tues. I anticipate an arrival trip. The bill won't stun you. Menu is like a café in Jacksonville I enjoyed.
59,5 star rating,"Can not say enough about Shanghai 21, it is truly a gem of Chinatown.  The long line is worth putting your name on a list and waiting for a table, I promise.  We ordered hot &amp; sour soup, chicken corn soup, scallion pancakes, pork and crab soup dumplings and pork soup dumplings, steamed pork buns, and chicken &amp; eggplant in garlic sauce. The food was authentic, and so flavorful.  We didn't have one bad thing!  It was my first time trying chicken corn soup and now i'm a fan! DO NOT SKIP on the eggplant in garlic sauce, its easily one of my favorite dishes, and Shanghai 21 makes it better than anywhere else.  If you're in the area, and looking for AUTHENTIC food, this is better than other popular restaurants in the area!! Can't wait to go back."
60,5 star rating,"Wow! This place is definitely a gem. The customers were super nice and were welcoming. We ordered a lot for the 5 of us and overall the food was amazing. We of course had to order the soup dumplings, the Shanghainese styled fried noodles, the dongpo rou, chicken, vegetables, and another dish that I totally forgot the name of!! But all the dishes were pretty authentic and I definitely recommend checking this place out! Although, there was a slight mishap where we ordered another round of soup dumplings and they just never brought it out, which was fine by us. We just went on and paid the bill."
61,4 star rating,"The best soup dumplings in all of Chinatown. Their other items are good, but do not hold a candle to their dumplings. Come here for the soup dumplings, but if you must have an actual entree, I recommend the Zha Jiang Mian or the Fried Noodles."
62,4 star rating,"Had a better experience this time around. Waited about an hour during peak brunch time but my friend and I went to Kam Hing for a snack in the meantime, so it wasn't too bad. We shared:+ black truffle pork soup dumplings+ fried tiny buns+ scallion pancake+ pork soup dumplingsThe truffle dumplings were definitely the standout, and the scallion pancake was still perfect. Service was good and we were able to use a credit card (Amex or cash only)."
63,3 star rating,Ok food. Kinda sweet( Typical Shanghainese?) They ONLY. accept AMEX... like wtf. ???
64,4 star rating,This is the first time intro Shanghainese cuisine yet it gave me some disappointed/upset about my orders..the sauce for the fish is not tasty enough..too sweet..and the fish is not big for 2  people..Thank you
65,4 star rating,Kung Pao chicken.Get it. Maybe two plates of it.It is the best thing I was able to try when I was here.The interior is pretty spacious for this area. The food was good and the service was just enough.And you get ALOT of food for your dollar. I also liked the sesame noodles and the soup dumplings.4/5
66,5 star rating,"Best XLB and small pan fried buns so far. More expensive than other places but the flavors are on point.Regular XLB 6 for $6.50. No over powering ginger taste, tender skin, and tons of soup. Pan fried buns ($6.25) not as big, glorious, or flavorful as the ones you get in Asia that are bursting with soup and meat but on point with the crispy bottoms and juicy filling. Five spice beef ($9.25) came with pickled cabbage. Goes great as a standalone with beer or with a bowl of rice. Shanghai style Lo Mein ($9.95) was good. Highly recommend Shanghai 21. Not to be confused with all the other places with Shanghai and 21 in their names, this place does it right even though it's a little more expensive. Clean interior, great service, Amex or cash accepted only, they don't charge for tea."
67,5 star rating,"Soup dumplings are a WILD experience, and I'm very glad I had that experience. Delicious, weird, and incredibly affordable. Chicken fried rice was also great -- I never finish fried rice and I did here. Slight wait, but nothing outrageous for lunch. Love that they carry Coke products."
68,3 star rating,"The dumplings were okay. There was not enough soup in the dumplings to be considered a soup dumpling. Some of them had popped too but to be fair, soup dumplings are not great for take out."
69,5 star rating,"Cozy and familiar feeling. Food was on point. We got squid, dan dan noodles and a bunch of xlbs. dan dan noodles did come out a bit differently than I expected but it was still really good. I really liked this place and would come again!"
70,5 star rating,"When I go to Chinatown I always come here if I can. They sometimes have a long wait but it's worth it if you can wait. I enjoy their dishes and they recently renovated so the space is slightly bigger than before. The only accept American Express if you're using a credit card, otherwise bring cash for sure! I always get my staples at this place: definitely one order of their soup dumplings. Personally think this place has one of the best. Their wu xi spiced spares ribs. And if they have watercress in season then definitely that. You can't go wrong with any of their dishes so be adventurous!"
71,4 star rating,"There was a short line outside of the restaurant at 11:00AM on Saturday. Everyone was seated with several open tables left in the restaurant. Service - Sweet, nice, friendly.Interior - Warm, simple.Crab and pork dumplings - Probably my favorite XLB. It was juicy, plump, and gushing with soup. The dumpling skin was soft and soggy and the perfect thickness.Black truffle soup dumplings with pork - Where's the truffle? Pass.Salty and fresh pork medley with dry bean curd tripe and bamboo shoot - Flavorful, savory, and saucy. Portions look large but easy for one very hungry adult to finish with room for dessert."
72,4 star rating,"Came here for dinner on a Sunday night with my family. I've walked past this place several times and every time there's at least a 30 minute wait and of course, I wanted to see what all the fuss is about! The menu is quite extensive and we ordered an assortment of dishes including xiaolongbao, sheng jian bao, and nian gao, all the cornerstone Chinese dishes. The sheng jian bao could've used some more cook time cause they were a little too bread-y, not fried enough. The nian gao has great texture but was a little lacking on flavor. Overall everything was pretty good and the food came out really quickly."
73,5 star rating,"My favorite Chinese place in the city! I recommend this place to anyone goin got Chinatown. The wait is never ridiculously long (20-30 mins at most) and I've never seen this place empty. The food is tasty and filling; my personal favorites are the noodles with meat sauce and soup dumplings (both pictured). Shanghai 21 used to be called shanghai Asia manor. They do only accept cash and Amex, so be sure to stop by the ATM before. I'd say it's relatively cheap, even for chinese!"
74,4 star rating,"Good spot for chinese food, especially for soup dumplings.The Scallion Pancakes were so light and crispy and not greasy at all! Salt &amp; Pepper Squid also had a great texture and the portion size was pretty big. The soup dumplings were a good size and the broth was tasty.**CASH OR AMERICAN EXPRESS ONLY**Service was quick &amp; friendly."
75,4 star rating,We came on a Sunday night where they was a long wait. The service could have been better as they were busy with only two people taking orders. We waited about 10 minutes before we ordered. The food  came out fast and was delicious. Will come back again.
76,5 star rating,Wow! Best soup dumplings ever! I ate here on vacation from San Diego. Din thai Fung has great soup dumplings but this place has the best. Will not disappoint!
77,3 star rating,"Let me say this has been my FAVORITE joint for soup dumplings.However I unfortunately have to share my unpleasant experience- last nights order I found a thick metal ring in my lo-mein pork-shrimp noodles (never going to order that again) It was so hard it could have cracked my tooth. Which is terrifying. To have the metal ring in my mouth was beyond shocking - the metal wasn't a small one. However once I called and complained they were very gracious &amp; accommodating, they sent me 2 more dishes of my choice (soup dumplings &amp; shrimp chive dumplings ) on the house &amp; it was delivered very quickly! (ps- personally I'd just stick to the soup dumplings &amp; regular dumplings) that never disappoints &amp; that's what is the best. Shanghai 21 - I've been your biggest fan for your food- but it's so disappointing to have such a horrible / scary experience- please do a better job in your maintenance &amp; reputation."
78,5 star rating,"This is a tiny restaurant so on the weekends can get very crowded and the wait can be very  long, but is worth the wait. They have a variety of dim sums everything i had was very very good, the service was good and the food came right out. Parking is  on the street by the way."
79,4 star rating,"Dumplings and more dumplings please!  Came here on an early weekend afternoon and was surprisingly seated right away.  Must have been perfect timing because the line was really hopping by the time we left.  Dumplings are excellent.  Soup dumplings, har gao, siu mai... they were all fresh and excellent.  Also ordered some noodles which were chewy and on point.  Service is quick and efficient.  Quick note that they only accept Amex if using plastic instead of cash!"
80,5 star rating,"Mmmm soup dumplings! This place doesn't get as much credit as it deserves since Joes Shanghai seems so much more popular. We tried the truffle soup dumplings and the Shanghai noodles.The truffle soup dumplings were soooo good! The dumplings came out hot, flavor was delicious and the broth was clear. I especially loved the broth because it tasted cleaner than Joes Shanghai (the broth was kinda murky/cloudy from the pork). Not sure if it tasted that much better because truffle was added, but I doubt it. I really regret not ordering the regular soup dumplings to compare to Joes Shanghai, but we were so full from everything else we ate during the trip. The Shanghai noodles were tasty too. Kinda oily but that's how it usually is. The noodles kind of had a chewy texture (how it should be) so it was good. Definitely want to come back again!"
81,5 star rating,"So I've been coming to this JOINT for 6 plus years now and it NEVER FAILS!!!!!! It's to the point when I call in everyone knows my order, I literally have a weekly pick up lol..Need I say more?! I DONT THINK SO!"
82,5 star rating,Always a great choice when we go here. Their dumplings are my favorite in NYC. Staff is always friendly and the food comes out quick! Always recommending this place to people!
83,5 star rating,"My new favorite place for soup dumplings!  13 year old and I had been eying Shanghai Asian Manor for some time and we are so glad we finally tried it!  It is a nicer and cleaner than Joe's Shanghai and the food truly rocked!13 year old and I shared a feast which included two types of Soup Dumplings (Crab &amp; Pork and Black Truffle). Both types were so tasty with the perfect texture and plenty of soup inside each dumpling. The Black Truffle Dumplings were twice the price as the regular ones but they had such a unique flavor that they were worth it!We also ordered one of the specialties of the house, the Fried Tiny Buns with Pork. The buns were puffed like a cloud but had the nicest crisp too!   Noodles with Pork and Shrimp rounded out our meal.  Made with plenty of shrimp and greens, this dish was delicious and we ate every last drop. Our food came out very quickly. We did have to wait about 15 minutes for a table at lunch time which we would do again!"
84,5 star rating,Food was ecellentService was very goodSelection was excellentPortions were hugePrices $$Hostess-owner friendlyWait average Must try
85,4 star rating,"Shanghai 21's food is solid! Their host was friendly but the rest of their staff did not seem the most enthusiastic. Nonetheless, their food was tasty and service was fast. We came in on Veteran's day for dinner - although the restaurant was filled, we only had to wait 10 minutes before our party of 4 was seated. When eating Shanghainese food, you have to get the soup dumplings! We got their pork soup dumplings (aka xiao long bao) - flavor was good and I would say the size of them were slightly larger than the regular. So if you're the type who likes to have it all in one bite, it might be slightly more difficult.However, what I liked more than the XLBs were their pan fried soup dumplings (shen jian bao's). These were absolutely delicious - they were piping hot, bottom was pan fried to perfect crispiness, and flavor was bomb! I would recommend getting these! We also got their beef fried rice cakes which had great flavor and the rice cakes were cooked to just the right chewiness. Definitely give these two dishes a go if you come here!"
86,4 star rating,"Best soup dumplings I've ever had. Giving it 4 stars because they delivery usually takes long and there's always a wait, but it's worth it! There are a few dishes i could do without, but their soup dumplings are to die for. The crispy shredded beef is AMAZING! Thank me lat"
87,4 star rating,"Regular soup dumplings are the best! It has a lot of juice inside and is very tasty! Soup dumpling with crab meat is amazing! The seafood smell is well immersed in the dumpling. Highly recommend if you like seafood! The water crest shrimp dumplings are average, the filling is a bit dry, and the taste is very interesting. It is unique, but I am not a big fan of the watercrest filling. The fried tiny buns with pork is alright, not bad, just nothing stand out. The bottom is well and evenly fried.  There is always a wait at the door. And they ONLY accept American Express card or Cash!!!!!"
88,4 star rating,"Get the TRUFFLE SOUP DUMPLINGS. These are the star of the show and the main reason why this restaurant gets so much buzz. I would also say their Szechuan style dumplings / wontons and pork dumplings are good as well. Come here for those items, but everything else is just ""ok."" For example, we ordered the fried rice and it was pretty bad..needed a lot more flavor or maybe just a little bit of soy sauce? so pro tip, just stick to the soup dumplings and things like it."
89,5 star rating,"My favorite place to go for dumplings! It is really cheap! Food is great! Service is awesome! The food come out quick after you order! They are very friendly as well. My favorite dish is the Watercress Shrimp Dumplings! they are to die for! It's always packed on weekends and waiting time can be long, I would suggest going during week days."
90,5 star rating,"Great takeout option -- I love the noodle soups, wonton bc appetizer, &amp; sesame chicken. The scallion pancakes were only so so but overall it's fast, well priced, and delicious"
91,5 star rating,"They will take cash AND American Express (over $20!). As someone who never carries cash and happens to have Amex, this place was perfect amongst a very cash heavy Chinatown! The spicy wontons here are delicious and second to none. The perfect blend of spicy and richness of the wontons draw me back everytime. I'm not a New Yorker, so whenever I'm in the city I try going to new places but this is the only exception I'll make. Their soup dumplings are delicious as well. I know Joe's Shanghai is more famous for their soup dumpling but I honestly cannot tell a difference!"
92,3 star rating,"Shanghai 21 specializes in dumplings &amp; they do serve some good ones. There're a few different varieties, but I do recommend their steamed watercress &amp; shrimp dumplings ($5.50 for 4). Their spicy wontons ($6.75 for 8) are also pretty good. Their xiao long bao's just mediocre though, there're def better ones to get in NY. Although, they do serve black truffle xlb and they have pretty unique taste.Their other dishes're also pretty solid + above average portion size + bigger space + fast service , so you can't really go wrong coming here. ** 3 1/2 stars overall **"
93,4 star rating,It's was my first time having soup dumpling in NYC and I wasn't disappointed. The food was amazing and the service was quick and I definitely will be returning. The one thing that I do not like is the interior of the restaurant.
94,5 star rating,Shanghai 21 is my favorite Chinese restaurant in the city. Their fried rice and Kung Pao Chicken is delicious  You might wait in line for about 30 minutes when you go there during the dinner time.
95,4 star rating,"So I lived in California for 3 years and stumbled upon a great soup dumplings restaurant that I fell in love with in San Diego. After moving back to NYC I had a craving one night and found Shanghai 21.  The foodwas great, service was slow and it was just a random Thursday night, Only reason they didn't get 5 stars. Would definitely recommend though!- the black truffle dumplings were PERFECT.We also had the scallion pancakes, crispy and light. Very nice flavor as well."
96,5 star rating,Favorite dumplings in Manhattan.Love the tofu bean curd dish. It's one of my all tIme favorites. You won't be disappointed with anything you order.
97,3 star rating,"This is a decent place to visit in Chinatown. The soup dumplings aren't bad but I have been to better places in the vicinity. The fried meat was EXTREMELY oily and that was a turn off.In future, I may order less oilier options, since I know now."
98,4 star rating,The best soup dumplings in Chinatown. 1. Must get the stir fried Lomein- pork and shrimp- perfect flavor2. Har gow- great and super big3. Chicken and eggplant super tasty but a bit salty- need to eat with riceLoses a star because of cleanliness and moderately good service
99,5 star rating,"SHOCKED that I don't immediately see a plethora of reviews about the Black Truffle Soup dumplings. (??? Ya'll wyd??) Anyway, they were incredible. Completely and wholly delectable.  Usually I love adding the vinegar in the dumpling (their vinegar was excellent too btw) but I actually would say forego it for these babies. Man, they were delicious, I can't wait to go back for more. I would go back and just get 3 orders of this. We also got the hot pepper shredded beef in brown sauce, pork and shrimp lo mein, and bai Choy. Everything was excellent and came out timely.Beef- spicy and delicious. Very flavorfulBai Choy - love a crunchy veggie! Super cute tooLo mein - just a notch above your standard lo mein. Can never resist some noodles.  The wait was a bit long, but totally worth it. Around 30-40 minutes (we went on a Sunday around 2 pm). Shanghai Asian Manor, you well see me again soon. Xoxo"
100,5 star rating,"So I've been told by several people that Shanghai Asian Manor is one of the best places to get soup dumplings in NYC, and I finally got to try it out this weekend. It's in the heart of Chinatown, and we made sure to get there right when it opened around 11am. They are definitely busy, especially on weekends, so if you don't get there on the earlier side, I'd expect to wait a bit. We ordered three types of soup dumplings--pork, crab, and truffle. We also ordered the tiny fried buns, scallion pancakes, and the cha chiang mien (pork sauce noodles, which is actually a specialty of Beijing, funny enough). Everything was so, so good! Except I wouldn't order the tiny fried buns again. The hardest part is trying to decide which soup dumpling is the best. I was really impressed with the truffle soup dumplings, which I had never had before. The crab soup dumplings were also really good, because there was actually a lot of crab inside of them! Overall, I'd definitely go back here for soup dumplings for sure. The scallion pancakes and cha chiang mien would also be worth ordering again!"
