id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,Cost percentage per listing,Gross Income from property per listing
6245408,Sweet Harlem studio,7038817,Sarah,Manhattan,Harlem,40.80373,-73.95523,Entire home/apt,105,5,5,2016-12-30,0.1,1,0,20.95%,83
6259928,Private Bedroom in St. Marks Place,31405259,Oliver,Manhattan,East Village,40.72745,-73.98362,Private room,75,6,3,2017-01-07,0.06,1,0,20.95%,59.29
6262339,Cozy room with a view of the Hudson,4153233,Ted,Manhattan,Washington Heights,40.85457,-73.94062,Private room,90,2,2,2017-10-15,0.08,2,0,20.95%,71.15
6278513,Little Brownstone,29111260,Kham,Brooklyn,Bedford-Stuyvesant,40.69148,-73.9388,Private room,55,1,2,2016-06-17,0.05,1,0,20.95%,43.48
6286307,Terrific Location in Prospect Heights,1771148,Alex & Laura,Brooklyn,Crown Heights,40.67809,-73.95903,Private room,62,4,12,2016-09-02,0.24,1,0,20.95%,49.01
6290301,Brooklyn Modern Spacious Studio,32142173,Yury,Brooklyn,Sheepshead Bay,40.58662,-73.94263,Entire home/apt,83,3,29,2017-10-23,0.58,1,227,20.95%,65.61
6290988,The Heart of Fort Greene,612221,Yvette,Brooklyn,Fort Greene,40.68648,-73.97525,Entire home/apt,120,1,7,2016-05-22,0.17,1,239,20.95%,94.86
6292893,Great East Village Studio,2563284,Jonas,Manhattan,East Village,40.72232,-73.98289,Entire home/apt,120,3,6,2016-11-06,0.12,1,0,20.95%,94.86
6297266,Cozy Family Home. Two Floors,32745492,Tami,Brooklyn,Sunset Park,40.66066,-73.99257,Entire home/apt,100,10,5,2017-04-23,0.1,1,0,20.95%,79.05
6300424,Sunny Room! Block From park! SwEeT!,19575935,Dov,Brooklyn,Greenpoint,40.72469,-73.95099,Private room,80,1,2,2016-04-03,0.05,1,0,20.95%,63.24
6303109,COBBLE HILL SUMMER HAVEN,32778868,Jacqueline Mia,Brooklyn,Cobble Hill,40.68749,-73.99899,Entire home/apt,100,60,2,2017-05-25,0.04,1,0,20.95%,79.05
6304307,Charming 1BR Apt in Williamsburg!,10384362,Michael,Brooklyn,Williamsburg,40.716,-73.94666,Entire home/apt,140,2,7,2017-05-27,0.14,1,0,20.95%,110.67
6304803,Bright and airy Brooklyn townhouse,1528333,Jon,Brooklyn,Clinton Hill,40.69322,-73.96554,Entire home/apt,300,2,1,2016-05-07,0.03,1,0,20.95%,237.15
6309328,BBoho Room in Williamsburg/Bushwick,30494262,Sanam,Brooklyn,Bushwick,40.70227,-73.92926,Private room,55,2,4,2016-05-18,0.08,1,0,20.95%,43.48
6311978,LES Private Room in 3BR Apt,4309521,Sarah,Manhattan,Lower East Side,40.71959,-73.98984,Private room,60,1,1,2016-01-05,0.02,1,0,20.95%,47.43
6322937,Large Sunny NYC entire apt 15 mins!,80447,Francesca,Queens,Long Island City,40.7645,-73.93181,Entire home/apt,115,5,6,2016-10-16,0.13,1,0,20.95%,90.91
6325210,Elegant Master Suite NYC Brownstone,3471761,Kevin & Yuan,Brooklyn,Bedford-Stuyvesant,40.68608,-73.92347,Entire home/apt,109,5,2,2016-06-04,0.04,2,0,20.95%,86.16
6326345,Comfortable private room Brooklyn,23589288,Fabian,Brooklyn,Bedford-Stuyvesant,40.68851,-73.9574,Private room,60,3,9,2017-01-16,0.18,1,0,20.95%,47.43
6327529,Beautiful West Village Apartment,27289127,Joel,Manhattan,West Village,40.74039,-74.00665,Entire home/apt,200,5,3,2016-01-01,0.06,1,0,20.95%,158.1
6328175,Large apartment near Columbia Univ,25697753,Eduardo,Manhattan,Morningside Heights,40.80692,-73.96434,Entire home/apt,120,4,2,2016-06-22,0.04,1,0,20.95%,94.86
6331598,Stylish Apt in the Heart of BedStuy,32958503,Shatia,Brooklyn,Bedford-Stuyvesant,40.686,-73.93793,Entire home/apt,90,1,2,2016-09-21,0.04,1,0,20.95%,71.15
6335490,Best location in NYC!,4365980,Benjamin,Manhattan,Gramercy,40.73481,-73.98669,Entire home/apt,194,2,8,2017-01-19,0.16,1,0,20.95%,153.36
6342741,PRIVATE Bedroom & bathroom  TRIBECA,29893120,Marco,Manhattan,Tribeca,40.71466,-74.00802,Private room,89,3,9,2016-05-13,0.18,1,0,20.95%,70.35
6343641,Private Room Right by Subway to Manhattan *alt*,32865595,Sho-Boo Of Sho-Boo Suite,Brooklyn,Prospect-Lefferts Gardens,40.66117,-73.96083,Private room,62,1,54,2017-10-25,1.1,3,343,20.95%,49.01
6345728,Dwtn 1 Bedroom W/Spectacular Views,13275837,Jaime,Manhattan,Greenwich Village,40.73109,-73.99411,Entire home/apt,190,3,7,2017-04-10,0.15,1,0,20.95%,150.2
6346496,East Village Apartment with Terrace,14087588,Drew,Manhattan,East Village,40.72514,-73.9896,Entire home/apt,300,1,1,2016-05-30,0.03,1,0,20.95%,237.15
6346662,Perfect West Village Studio!,1659891,Laurie,Manhattan,West Village,40.73854,-74.00147,Entire home/apt,295,5,6,2017-05-28,0.12,1,0,20.95%,233.2
6347713,Huge Private Room in the BEST location,33064443,Judy,Manhattan,Flatiron District,40.74169,-73.9933,Private room,95,3,1,2017-07-14,0.04,1,0,20.95%,75.1
6364086,Spacious Luxury Studio-96th and WEA,3471132,Robin,Manhattan,Upper West Side,40.7966,-73.97154,Entire home/apt,190,4,8,2016-11-27,0.16,1,0,20.95%,150.2
6371504,Sunny Upper West Side Summer Rental,26484511,Emily,Manhattan,Upper West Side,40.78293,-73.97667,Entire home/apt,175,3,4,2016-06-18,0.08,1,0,20.95%,138.34
6375331,1bdrm east village,32203454,Curtis,Manhattan,East Village,40.72378,-73.98385,Entire home/apt,130,3,26,2016-01-20,0.51,1,0,20.95%,102.77
6376345,!!BEAUTIFUL APARTMENT WITH GARDEN!!,33232851,Luis,Manhattan,Marble Hill,40.87494,-73.91057,Entire home/apt,40,3,2,2016-02-01,0.05,1,0,20.95%,31.62
6376606,"Gramercy Apt, Private Bedroom",33234599,Smit,Manhattan,Kips Bay,40.74025,-73.98323,Private room,64,3,4,2016-04-13,0.08,1,0,20.95%,50.59
6377384,Spacius and quiet loft in Greenwich village,1993978,Sylvie,Manhattan,Chelsea,40.74068,-74.00346,Entire home/apt,495,5,8,2016-11-23,0.16,1,0,20.95%,391.3
6377624,Duplex garden brownstone apt,25472836,Maeva & Aaron,Brooklyn,Clinton Hill,40.68672,-73.96376,Entire home/apt,145,2,2,2016-08-10,0.06,1,0,20.95%,114.62
6380118,Brooklyn artist apartment,6645134,May,Brooklyn,Bushwick,40.70104,-73.91813,Private room,42,3,5,2017-08-20,0.1,1,298,20.95%,33.2
6384383,Penthouse Triplex/ Union Sq / Roof,1245695,Chris,Manhattan,East Village,40.73249,-73.9887,Private room,200,30,8,2016-10-22,0.16,1,365,20.95%,158.1
6384622,Sunny room right by park!,31752474,Tine,Brooklyn,Prospect-Lefferts Gardens,40.6608,-73.96197,Private room,45,14,9,2017-04-06,0.19,2,0,20.95%,35.57
6388721,"Amazing windows, large West Village one-bedroom",3269171,Alison,Manhattan,West Village,40.73507,-74.00826,Entire home/apt,239,2,6,2017-01-01,0.18,1,0,20.95%,188.93
6389473,1785 The Oldest Row House in New York.,7202402,Ross,Manhattan,Chinatown,40.71399,-73.99707,Entire home/apt,375,2,15,2016-10-26,0.3,2,365,20.95%,296.44
6397963,Room in BushBurg Apt w/ Rooftop,21894410,Jordan,Brooklyn,Williamsburg,40.70125,-73.94061,Private room,95,1,3,2016-03-28,0.06,1,0,20.95%,75.1
6399305,"Spacious, unique apt - see reviews! Last minute ok",264659,Nikhil,Manhattan,East Village,40.72361,-73.98775,Entire home/apt,275,1,35,2017-12-08,0.7,1,0,20.95%,217.39
6400649,Cosy Bedroom in typical brownstone,11731168,Candice,Brooklyn,Boerum Hill,40.68848,-73.99009,Private room,65,2,6,2016-07-06,0.13,1,0,20.95%,51.38
6402424,Bright Private Room in Williamsburg!,7256646,Surabhi,Brooklyn,Williamsburg,40.70609,-73.95332,Private room,120,1,3,2016-06-26,0.08,1,0,20.95%,94.86
6402807,Stylish central 1 BR apartment,6354467,Robert,Manhattan,Chelsea,40.74476,-73.99862,Entire home/apt,100,4,4,2017-01-03,0.09,1,0,20.95%,79.05
6403485,Homey 1 BR apartment in Harlem,33394459,Alana,Manhattan,Harlem,40.80645,-73.95261,Entire home/apt,100,14,2,2016-01-07,0.04,1,0,20.95%,79.05
6405859,Eclectic Williamsburg Townhouse,10396710,Robbie,Brooklyn,Williamsburg,40.70933,-73.95577,Private room,56,3,2,2016-06-13,0.04,1,0,20.95%,44.27
6410814,Spacious Studio + Patio,15613411,Stacey,Manhattan,Lower East Side,40.7187,-73.99043,Entire home/apt,185,3,26,2017-05-06,0.52,1,0,20.95%,146.24
6421011,"Cozy ""Jr."" 1B, historic brownstone",33499491,Seth,Brooklyn,Crown Heights,40.67699,-73.95179,Entire home/apt,110,1,5,2016-01-01,0.1,1,0,20.95%,86.96
6423521,Private Room w/ access to Terrace,33513998,Mackenzie,Manhattan,Upper West Side,40.77883,-73.97494,Private room,160,1,7,2016-05-21,0.14,1,0,20.95%,126.48
6423589,Lofted bedroom in large loft space full of plants,6767463,Tim,Brooklyn,Bushwick,40.70746,-73.92054,Private room,150,30,10,2017-02-28,0.2,1,0,20.95%,118.58
6423799,UWS STUDIO,26624082,Maurine,Manhattan,Upper West Side,40.78885,-73.98013,Entire home/apt,90,4,1,2016-03-26,0.03,1,0,20.95%,71.15
6425850,"Spacious, charming studio",32715865,Yelena,Manhattan,Upper West Side,40.79169,-73.97498,Entire home/apt,86,1,5,2017-09-23,0.13,1,0,20.95%,67.98
6428581,Nolita Room - Convenient & Quaint,3760161,Sharmilli,Manhattan,Nolita,40.72066,-73.99566,Private room,95,4,1,2016-06-11,0.03,1,0,20.95%,75.1
6428913,COBBLE HILL BROWNSTONE,13043852,Claire,Brooklyn,Cobble Hill,40.68477,-73.99825,Entire home/apt,400,6,5,2017-07-16,0.1,1,85,20.95%,316.2
6452940,Spacious Studio in Midtown,19475826,Mark,Manhattan,Murray Hill,40.7487,-73.97358,Entire home/apt,125,2,21,2016-12-30,0.44,1,0,20.95%,98.81
6460927,Classic Parlor Level Brownstone,33741028,Cristy,Manhattan,Gramercy,40.73235,-73.98392,Private room,295,3,22,2016-12-30,0.46,1,0,20.95%,233.2
6466590,Room in spacious apt near the park,7455366,Sidra,Brooklyn,Flatbush,40.64876,-73.96279,Private room,38,30,2,2016-08-26,0.05,1,0,20.95%,30.04
6471117,"Clean room in a cozy, peaceful home",10380050,Lisa,Manhattan,Harlem,40.82373,-73.95144,Private room,50,1,37,2016-09-15,0.74,1,0,20.95%,39.53
6472275,"Cozy,newly furnished room inAstoria",24597265,Freda,Queens,Ditmars Steinway,40.77077,-73.90903,Private room,45,6,4,2017-06-15,0.09,8,318,20.95%,35.57
6477272,Astoria HUGE Balcony PRIME location,6696648,Chris,Queens,Astoria,40.7666,-73.92079,Entire home/apt,155,6,4,2017-01-01,0.11,1,173,20.95%,122.53
6478214,Studio apartment in the heart of Chelsea,7898046,Zachariah,Manhattan,Chelsea,40.73992,-73.99888,Entire home/apt,199,2,71,2017-08-05,1.42,1,0,20.95%,157.31
6481924,"Brooklyn, Sundrenched & Peaceful",1862576,Gan,Brooklyn,Sunset Park,40.65168,-74.00178,Entire home/apt,105,7,3,2016-01-06,0.06,1,0,20.95%,83
6487933,BK Heights Apartment for cat lovers,14063,Meredith & Dave,Brooklyn,Brooklyn Heights,40.7007,-73.99257,Entire home/apt,150,5,15,2017-08-04,0.31,1,0,20.95%,118.58
6489828,Industrial Flex 2br duplex Loft in Brooklyn,7503643,Vida,Brooklyn,Greenpoint,40.72583,-73.94177,Entire home/apt,159,30,3,2016-08-07,0.07,52,340,20.95%,125.69
6499058,Great Upper East Side Location!,33970775,McClain,Manhattan,Upper East Side,40.764,-73.9587,Entire home/apt,135,3,11,2016-05-30,0.22,1,0,20.95%,106.72
6499870,Kid friendly 2 bedroom in Harlem,33975064,Jessica,Manhattan,Harlem,40.80571,-73.95429,Entire home/apt,150,3,2,2016-08-06,0.04,1,0,20.95%,118.58
6502493,Stylish Apartment in GREAT West Village Location,14231957,Milan,Manhattan,West Village,40.73408,-74.00263,Entire home/apt,250,2,5,2016-09-20,0.14,1,0,20.95%,197.63
6512429,Charming Park Slope 1BR w/ Patio,34049419,Becky And John,Brooklyn,South Slope,40.6675,-73.98898,Entire home/apt,140,3,14,2016-08-18,0.28,1,0,20.95%,110.67
6523409,Large BR w/Private Ent & Living Rm!,2124716,Jules,Brooklyn,Park Slope,40.66923,-73.98134,Private room,99,1,100,2017-09-18,2.11,1,1,20.95%,78.26
6524806,Great room for couples on a budget!,34124276,Nicole,Queens,Long Island City,40.75235,-73.93714,Private room,52,1,4,2016-07-28,0.08,1,0,20.95%,41.11
6525622,Garden Apt.  East Village NY,33733944,John,Manhattan,East Village,40.72152,-73.97761,Entire home/apt,125,1,4,2017-09-04,0.09,1,0,20.95%,98.81
6542929,Clean & Cozy East Village Home Steps From Park,6789992,L,Manhattan,East Village,40.72496,-73.98289,Entire home/apt,194,2,36,2016-11-16,0.74,1,0,20.95%,153.36
6543312,Lovely 1 BR duplex in prime Chelsea,18342421,Patty,Manhattan,Chelsea,40.73963,-73.99898,Entire home/apt,175,4,5,2017-01-05,0.1,1,0,20.95%,138.34
6543852,Sunny Apt. in Historic Harlem Bldg.,2482106,Jennifer,Manhattan,Harlem,40.82553,-73.93875,Private room,63,1,6,2016-05-18,0.13,1,0,20.95%,49.8
6553874,"PERFECT 1 BR, Elevator, BEST Area!!",34276823,Mike,Manhattan,West Village,40.73626,-74.00181,Entire home/apt,264,2,5,2017-01-01,0.12,1,0,20.95%,208.69
6554833,Fun & Trendy Kid Friendly Family Home,33125778,Kt,Brooklyn,Bedford-Stuyvesant,40.68683,-73.95466,Entire home/apt,215,3,5,2017-07-23,0.1,1,0,20.95%,169.96
6554879,Adorable room on the Upper East Side!,13262455,Bridget,Manhattan,Upper East Side,40.77323,-73.95567,Private room,85,20,2,2016-09-27,0.06,3,128,20.95%,67.19
6555997,"Sunny, Clean & Spacious in the LES",11513446,Erica,Manhattan,Lower East Side,40.71908,-73.99446,Entire home/apt,150,3,2,2016-01-01,0.04,1,0,20.95%,118.58
6558125,Amazing apartment with great views,28305098,Bishal,Manhattan,Chelsea,40.74574,-73.99226,Entire home/apt,900,3,13,2016-01-20,0.26,1,24,20.95%,711.45
6560165,Large Upper West Side 1 bedroom,23311838,Adrianna,Manhattan,Upper West Side,40.7791,-73.98565,Entire home/apt,175,1,4,2016-06-11,0.08,1,0,20.95%,138.34
6560257,Luxury 1-Bedroom King Suite with Central Park View,836168,Henry,Manhattan,Upper West Side,40.79222,-73.96445,Entire home/apt,1000,30,27,2017-05-04,0.57,11,364,20.95%,790.5
6570517,Comfy Room Close the Subway ABCD&1!,4534649,L & A,Manhattan,Harlem,40.8179,-73.9539,Private room,75,2,52,2017-03-08,1.04,3,0,20.95%,59.29
6571441,Brooklyn Brownstone Master Bedroom,31458100,Drew,Brooklyn,Bedford-Stuyvesant,40.68527,-73.95307,Private room,53,2,11,2016-04-11,0.23,1,0,20.95%,41.9
6572344,WoodyAllen FilmSet-Like Digs (Room),1808103,Maria,Brooklyn,Williamsburg,40.70664,-73.95399,Private room,49,3,13,2017-07-24,0.26,2,181,20.95%,38.73
6575471,NYC 2 Bedroom,33247865,Anthony,Manhattan,Greenwich Village,40.72911,-73.99915,Entire home/apt,350,2,34,2017-01-01,0.74,1,0,20.95%,276.68
6590549,Luxury 1bdrm w/ private terrace,6495511,Kari,Brooklyn,Williamsburg,40.71214,-73.95111,Entire home/apt,175,3,5,2016-08-15,0.1,1,0,20.95%,138.34
6594861,Park Slope Brownstone Duplex (unfurnished),34501360,Eric,Brooklyn,Park Slope,40.6746,-73.97901,Entire home/apt,275,30,12,2017-09-03,0.25,1,70,20.95%,217.39
6597854,Charming Spacious Harlem Share,5280006,Jennifer,Manhattan,Harlem,40.82606,-73.95075,Private room,58,3,27,2016-12-10,0.54,1,0,20.95%,45.85
6598334,Upper West Side Manhattan,13106591,Valentino,Manhattan,Upper West Side,40.80157,-73.96635,Private room,100,9,3,2016-01-02,0.06,1,0,20.95%,79.05
6599302,"An ENTIRE, Lovely NYC Apartment",15386409,Mateo,Manhattan,Harlem,40.82879,-73.93821,Entire home/apt,80,3,3,2017-08-15,0.06,1,0,20.95%,63.24
6612744,Sunny&Stylish 1BR???Terrace???Doorman,24261066,Lisa,Manhattan,Lower East Side,40.71966,-73.99236,Entire home/apt,300,2,5,2016-01-03,0.1,1,0,20.95%,237.15
6620407,Cozy one bedroom in bushwick!,31880074,Rachel,Brooklyn,Bedford-Stuyvesant,40.69666,-73.93548,Entire home/apt,98,10,7,2016-01-06,0.14,1,0,20.95%,77.47
6627553,MODERN LOFT  3 STOPS TO MANHATTAN!!,16941743,Ernesto,Queens,Astoria,40.76482,-73.92514,Private room,40,2,36,2017-09-16,0.73,1,0,20.95%,31.62
6627752,"Cosy Apt. in Brooklyn, near subway",25599307,Julia,Brooklyn,Flatbush,40.63915,-73.95451,Entire home/apt,90,6,33,2017-05-31,0.69,1,0,20.95%,71.15
6633613,Cozy Room in a Luxury Apartment,22058409,Abigail,Manhattan,Financial District,40.7061,-74.0157,Private room,85,1,2,2016-11-26,0.05,2,0,20.95%,67.19
6636906,Romain's home,3858150,Romain,Manhattan,Morningside Heights,40.81165,-73.95639,Private room,60,9,7,2017-08-15,0.15,1,0,20.95%,47.43
6637311,Spacious Contemporary NoMad Loft,34740215,Previn,Manhattan,Midtown,40.74801,-73.98817,Entire home/apt,225,3,11,2016-05-16,0.23,1,0,20.95%,177.86
6638446,"Modern, Spacious 2BR Apartment",23032146,Florian,Manhattan,Washington Heights,40.84239,-73.93574,Entire home/apt,139,4,3,2016-09-27,0.07,1,0,20.95%,109.88
6643716,Private room in Nolita PH,2329581,Michael,Manhattan,Nolita,40.72299,-73.99344,Private room,100,7,11,2017-10-24,0.22,2,0,20.95%,79.05
6645263,Brooklyn at its finest,351650,Nick,Brooklyn,Williamsburg,40.71084,-73.96557,Entire home/apt,175,3,2,2016-07-06,0.05,1,0,20.95%,138.34
6649555,Amazing 1BR - heart of West Village,20700509,Gunnar,Manhattan,West Village,40.73592,-74.00492,Entire home/apt,169,4,11,2016-03-19,0.22,1,0,20.95%,133.59
6652353,Bienvenue ?  NY - 2BDM with a view,7106617,Nacer,Manhattan,Upper West Side,40.79828,-73.97231,Entire home/apt,150,5,6,2016-08-30,0.12,1,0,20.95%,118.58
6655786,"Sunny, modern 1 bedroom condo",7088466,Carly,Brooklyn,Prospect Heights,40.67904,-73.967,Entire home/apt,165,2,13,2016-07-04,0.27,1,0,20.95%,130.43
6657454,Spacious & sunny in Clinton Hill :),6913285,Marc,Brooklyn,Bedford-Stuyvesant,40.69154,-73.95544,Entire home/apt,95,5,4,2016-06-03,0.08,1,0,20.95%,75.1
6660330,Charming West Village 2.5bd Apt,1586060,Tom,Manhattan,West Village,40.73608,-74.00039,Entire home/apt,300,1,7,2016-03-26,0.14,1,0,20.95%,237.15
6660816,Light Filled Apartment on Tree-Lined Street,1546620,Alison,Brooklyn,Bedford-Stuyvesant,40.68657,-73.94072,Entire home/apt,100,3,1,2016-10-06,0.03,1,0,20.95%,79.05
6662241,NYC Brownstone Duplex With Backyard in Chelsea.,30208406,Yaron,Manhattan,Chelsea,40.73857,-73.99787,Entire home/apt,400,1,4,2017-12-31,0.08,1,0,20.95%,316.2
6662487,Beautiful & Private Manhattan Room,34874378,Jessica,Manhattan,Harlem,40.82398,-73.94846,Private room,75,1,59,2017-09-15,1.19,2,0,20.95%,59.29
6671082,Cozy East Village Getaway,1287185,Michelle,Manhattan,East Village,40.72865,-73.98023,Entire home/apt,150,35,7,2016-01-02,0.14,1,304,20.95%,118.58
6674155,Upper East Side Alcove Studio,1208337,Sandra,Manhattan,Upper East Side,40.76832,-73.96118,Entire home/apt,200,1,4,2016-01-31,0.08,1,0,20.95%,158.1
6676383,2 Bedroom apartment in Brooklyn,34943122,Hadrien,Brooklyn,Bedford-Stuyvesant,40.68566,-73.95808,Entire home/apt,175,1,5,2017-12-29,0.1,2,0,20.95%,138.34
6678277,Charming Grand Central Two Bedroom Apartment (4R),34954047,Heather,Manhattan,Murray Hill,40.74912,-73.98007,Entire home/apt,145,30,2,2016-05-11,0.05,1,189,20.95%,114.62
6684697,"Modern Williamsburg apt w/Gym, Roof",315082,Nicholas,Brooklyn,Williamsburg,40.70877,-73.94889,Entire home/apt,125,3,20,2017-05-07,0.4,1,0,20.95%,98.81
6686140,1 bedroom apartment in Nolita,6743604,Lauren,Manhattan,Nolita,40.72227,-73.99526,Entire home/apt,130,1,13,2016-10-09,0.26,1,0,20.95%,102.77
6692573,Sunny 1BR in hip East Village,35030648,Corey,Manhattan,East Village,40.72354,-73.9819,Private room,108,2,17,2016-08-01,0.35,1,0,20.95%,85.37
6700860,"Family Friendly, Brooklyn, NYC 2br",35075473,Amanda,Brooklyn,Carroll Gardens,40.67885,-74.00027,Entire home/apt,150,5,5,2016-08-28,0.1,1,0,20.95%,118.58
6701706,"Large Light Room for Female, Cat Friendly",13953653,Liora,Queens,Sunnyside,40.74573,-73.92261,Private room,49,6,15,2017-12-08,0.3,1,128,20.95%,38.73
6702693,"Designer Fifth Ave 4BR 5Ba 6,000sf Modern Loft",8730,Allison,Manhattan,Chelsea,40.73692,-73.99219,Entire home/apt,1495,1,11,2016-11-16,0.22,1,0,20.95%,1181.8
6705558,Spacious Bright Room in Heart of Williamsburg NY,16462666,Ali,Brooklyn,Williamsburg,40.71506,-73.96182,Private room,103,2,1,2017-02-15,0.03,3,0,20.95%,81.42
6705606,Your NYC spot,35103206,Anthony And Laura,Queens,Rego Park,40.7262,-73.8672,Entire home/apt,86,3,3,2017-08-29,0.09,1,0,20.95%,67.98
6709867,Large Private Room in prime BK,11039369,Mike,Brooklyn,Fort Greene,40.68881,-73.97391,Private room,55,1,1,2016-03-24,0.02,1,0,20.95%,43.48
6716160,Park Slope Family Oasis w/ Patio,171653,Stefanie,Brooklyn,Park Slope,40.6669,-73.97827,Entire home/apt,250,2,1,2016-09-11,0.03,1,0,20.95%,197.63
6717309,Marvellous spacious Upper East apt,15444104,Willem,Manhattan,Upper East Side,40.77878,-73.94491,Entire home/apt,170,10,11,2017-05-16,0.24,1,0,20.95%,134.39
6717607,Spacious Private Room/Bath in Bushwick!,4130512,Tanni,Brooklyn,Bushwick,40.69093,-73.91291,Private room,45,30,1,2016-11-25,0.03,1,0,20.95%,35.57
6726361,"South Facing Brownstone, 2nd Floor",921857,Victoria,Brooklyn,Bedford-Stuyvesant,40.68354,-73.92612,Private room,50,7,3,2016-12-29,0.06,1,31,20.95%,39.53
6730056,Sunny Studio in Chelsea,7186661,Sabrina,Manhattan,Chelsea,40.74688,-74.00145,Entire home/apt,200,1,4,2017-09-16,0.09,1,0,20.95%,158.1
6731830,Williamsburg Apartment on Bedford,30345458,Thomas,Brooklyn,Williamsburg,40.71444,-73.96024,Entire home/apt,98,3,8,2017-06-24,0.21,1,0,20.95%,77.47
6738207,Heart of Lower East Side,8965532,Claire,Manhattan,Lower East Side,40.71937,-73.99098,Entire home/apt,120,1,11,2017-06-29,0.27,1,0,20.95%,94.86
6741023,Big Room @ the Heart of Brooklyn!!,1012583,Mariano,Brooklyn,Williamsburg,40.71458,-73.96181,Private room,60,7,6,2017-11-13,0.13,2,0,20.95%,47.43
6743935,Whole West Village Studio,740756,Lydia,Manhattan,West Village,40.73742,-74.00171,Entire home/apt,199,2,14,2016-05-08,0.29,1,0,20.95%,157.31
6747308,Luxury 2 BD with spectacular views,3282552,Roger,Manhattan,Upper West Side,40.77818,-73.98959,Entire home/apt,256,4,11,2017-07-27,0.23,1,0,20.95%,202.37
6748711,Awesomely Sunny 1 Bedroom w Balcony,3900093,Damien,Brooklyn,Williamsburg,40.71054,-73.95669,Entire home/apt,180,3,35,2017-01-28,0.71,1,18,20.95%,142.29
6748933,Cozy 1 BR in ideal location,1490702,Amanda,Manhattan,Chelsea,40.74121,-74.00122,Entire home/apt,145,6,2,2017-06-26,0.04,1,0,20.95%,114.62
6759264,Cozy private  bedroom  & bathroom,35386618,Andrea,Queens,Astoria,40.75706,-73.91834,Private room,70,1,7,2016-05-25,0.15,1,325,20.95%,55.34
6760295,"Sunny, couple-friendly MasterBedroom in Greenpoint",12432739,Monica,Brooklyn,Greenpoint,40.73511,-73.95551,Private room,75,7,1,2016-11-15,0.03,1,0,20.95%,59.29
6760893,Central Park / Full Apartment / 5th Ave,11631535,Scott,Manhattan,East Harlem,40.79596,-73.94958,Entire home/apt,124,3,6,2016-08-26,0.14,1,0,20.95%,98.02
6764999,"Large, light-filled W. Village condo w/river views",35415860,Debra,Manhattan,West Village,40.7342,-74.00854,Entire home/apt,225,2,6,2016-08-28,0.12,1,0,20.95%,177.86
6765965,Williamsburg Cozy Apartement,35421272,Joffrey,Brooklyn,Williamsburg,40.71128,-73.954,Entire home/apt,119,4,6,2016-09-26,0.12,1,0,20.95%,94.07
6766662,Gorgeous 1 Bedroom: Balcony + View!,35426209,Talia,Queens,Astoria,40.76964,-73.91402,Entire home/apt,150,3,3,2016-08-01,0.06,1,0,20.95%,118.58
6766908,Renovated & Spacious Apt.,308930,Andres,Brooklyn,Prospect-Lefferts Gardens,40.65577,-73.95903,Entire home/apt,130,5,7,2017-12-18,0.15,1,0,20.95%,102.77
6769535,"1 brm, fully equip bth/rm & kitchen, 2nd fl walkup",32220047,Dalton,Queens,Springfield Gardens,40.68511,-73.76012,Entire home/apt,105,3,7,2017-09-17,0.14,3,0,20.95%,83
6776711,"Classic NYC, Upper East Side Apt",35476099,Alec,Manhattan,Upper East Side,40.76966,-73.95319,Entire home/apt,150,5,2,2016-12-26,0.04,1,0,20.95%,118.58
6777603,Sunny Bedroom in Bushwick,6378149,Laurel,Brooklyn,Bushwick,40.6987,-73.91578,Private room,50,2,28,2017-12-04,0.56,3,0,20.95%,39.53
6778776,Private Room in Bohemian Haven,18591697,Heidi,Manhattan,Washington Heights,40.83705,-73.9399,Private room,55,7,4,2016-07-31,0.09,1,0,20.95%,43.48
6784171,Bright and Clean Little Italy Apt.,18268348,Paul,Manhattan,Little Italy,40.71968,-73.9968,Private room,110,4,12,2017-08-02,0.26,1,0,20.95%,86.96
6784669,Charming one bedroom Upper East,29509026,Melissa,Manhattan,Upper East Side,40.76644,-73.95803,Entire home/apt,130,1,6,2016-06-01,0.13,1,0,20.95%,102.77
6784807,"One  bedroom in Queens , with 2 single beds",15724675,Juan,Queens,Woodside,40.74375,-73.90678,Private room,50,2,16,2017-04-17,0.42,2,0,20.95%,39.53
6792415,Family getaway with amazing roof.,8198108,Gabriel,Brooklyn,Greenpoint,40.72278,-73.94478,Entire home/apt,140,2,8,2016-08-15,0.17,1,0,20.95%,110.67
6798811,"Spacious, quiet and comfortable 1BR",33279657,Mariya,Brooklyn,Midwood,40.61291,-73.94972,Entire home/apt,85,2,20,2017-04-26,0.41,1,0,20.95%,67.19
6800548,Spacious 4bed/2bath-heart of W'burg,503555,Phyl,Brooklyn,Williamsburg,40.71296,-73.96148,Entire home/apt,389,3,18,2016-07-24,0.37,3,0,20.95%,307.5
6804319,"Big, sunny garden apt in Brooklyn",20279153,Matthew,Brooklyn,Crown Heights,40.67702,-73.96261,Entire home/apt,250,5,3,2017-07-01,0.06,1,0,20.95%,197.63
6807871,MANHATTAN STUDIO,35637698,Yaniv,Manhattan,Kips Bay,40.74362,-73.98058,Entire home/apt,100,6,4,2016-10-10,0.08,1,0,20.95%,79.05
